"","x"
"1",0.515914021276596
"2",0.205680863636364
"3",0.193756274468085
"4",0.301609617021277
"5",0.329957894736842
"6",0.989106666666667
"7",1.02921276595745
"8",0.958455319148936
"9",0.347177021276596
"10",0.224013510638298
"11",0.157257063829787
"12",0.174678418604651
"13",0.102170108108108
"14",0.1077176875
"15",0.0127104042553191
"16",0.092058799787234
"17",0.133467680851064
"18",0.294497638297872
"19",0.173143063829787
"20",0.179397106382979
"21",0.154604057446809
"22",0.101842255319149
"23",0.0649869872340426
"24",0.139658444680851
"25",0.0654016659574468
"26",0.228971255319149
"27",0.0956654893617021
"28",0.176447659574468
"29",0.214686765957447
"30",0.135555829787234
"31",0.209287680851064
"32",0.158325294117647
"33",0.191801914893617
"34",0.175998829787234
"35",0.180334468085106
"36",0.253640212765957
"37",0.224746957446809
"38",0.242675957446809
"39",0.22824270212766
"40",0.171780468085106
"41",0.154932170212766
"42",0.14649829787234
"43",0.178591106818182
"44",0.164686382978723
"45",0.112214553191489
"46",0.196843638297872
"47",0.116809553191489
"48",0.144528085106383
"49",0.164052531914894
"50",0.265238063829787
"51",0.138052222222222
"52",0.0778803703703704
"53",0.121064982978723
"54",0.0814341666666667
"55",NA
"56",-0.26025
"57",0.39729
"58",0.123093331914894
"59",0.127249179310345
"60",0.107408553191489
"61",0.125357106382979
"62",0.152197446808511
"63",0.11414670212766
"64",0.126861603225806
"65",0.170853829787234
"66",0.158172
"67",0.180292957446809
"68",0.167519361702128
"69",0.0846632255319149
"70",0.176074893617021
"71",0.1015267
"72",0.0726775744680851
"73",0.258759063829787
"74",0.541418189361702
"75",0.535453191489362
"76",0.387881481481481
"77",0.418719361702128
"78",0.522666255319149
"79",0.547337361702128
"80",0.829293829787234
"81",0.68754085106383
"82",1.15855744680851
"83",1.32948510638298
"84",1.43902978723404
"85",1.15050976190476
"86",0.817045319148936
"87",0.868925531914894
"88",0.961327659574468
"89",0.818542978723404
"90",0.997748936170213
"91",0.824831914893617
"92",0.609676595744681
"93",0.378357446808511
"94",0.342101914893617
"95",0.29057
"96",0.298332340425532
"97",0.436696510638298
"98",0.542959787234043
"99",0.93308085106383
"100",1.35401777777778
"101",1.16142340425532
"102",1.31817872340426
"103",1.08083617021277
"104",1.07426382978723
"105",0.943227957446809
"106",0.824236170212766
"107",0.851338095238095
"108",1.47409468181818
"109",1.295099
"110",1.57984104255319
"111",2.13269361702128
"112",2.00203404255319
"113",2.37536711111111
"114",1.98620913043478
"115",1.82977391304348
"116",1.454845
"117",1.39203695652174
"118",1.07861489361702
"119",0.669052793617021
"120",1.38447234042553
"121",1.39075106382979
"122",1.63845106382979
"123",1.65178829787234
"124",1.16044936170213
"125",1.34792127659574
"126",1.78248808510638
"127",2.146
"128",1.85104
"129",1.91150425531915
"130",1.21261723404255
"131",1.28931453191489
"132",2.15291446808511
"133",1.21547765957447
"134",1.66158076595745
"135",1.95082022222222
"136",1.19886170212766
"137",0.178835957446809
"138",1.2574652173913
"139",0.789203404255319
"140",0.426134893617021
"141",-0.533592744680851
"142",-0.658986021276596
"143",0.2236
"144",-1.7982370212766
"145",-1.09010212765957
"146",-2.58060212765957
"147",-0.00913404255319147
"148",-1.23374158
"149",0.200221477777778
"150",-2.85444680851064
"151",-4.96512340425532
"152",-5.44525
"153",-3.66600425531915
"154",-4.9605170212766
"155",-4.98637765957447
"156",-5.05059404255319
"157",-1.507925
"158",-5.34247674418605
"159",-5.25099136170213
"160",-4.00175744680851
"161",-6.23050961702128
"162",-6.22201319148936
"163",-4.90983034347826
"164",-5.07510955319149
"165",-5.05276382978723
"166",-4.97875957446808
"167",-5.65414956521739
"168",-5.68987760869565
"169",-5.78315487234043
"170",-4.86415106382979
"171",2.7618064516129
"172",-4.18916222222222
"173",-4.67222222222222
"174",-7.28675652173913
"175",-8.21328106382979
"176",-7.74375229166667
"177",-6.39253617021277
"178",-5.64113913043478
"179",-6.36677872340426
"180",-4.60559876595745
"181",-6.14618510638298
"182",-5.65772340425532
"183",-5.14307446808511
"184",-3.48545106382979
"185",-6.27292041666667
"186",-3.94906212765957
"187",-4.69284166666667
"188",-6.72116222222222
"189",-7.04047829787234
"190",-5.61612085106383
"191",-2.96764893617021
"192",-2.58563617021277
"193",-0.400621739130435
"194",-2.96279130434783
"195",-4.63092765957447
"196",-2.7705
"197",-3.52827125
"198",-4.09618510638298
"199",-2.40693421052632
"200",-3.41005510638298
"201",-4.12045106382979
"202",-2.54931914893617
"203",-2.44740085106383
"204",-1.19989957446809
"205",-0.435354255319149
"206",-1.5499085106383
"207",-0.889306382978723
"208",-0.0549882723404256
"209",-0.421109318181818
"210",-1.92208510638298
"211",-2.15537872340426
"212",-2.05588034042553
"213",-1.25309021276596
"214",-1.04002891304348
"215",-1.06939723404255
"216",0.648221086956522
"217",-3.30100276595745
"218",-4.25535744680851
"219",-1.97097333333333
