"","x"
"1",-0.0962389904113485
"2",-0.219855742515333
"3",-0.221260476504727
"4",0.0864075518154149
"5",-0.110533455837132
"6",0.108827247921611
"7",0.226381026698576
"8",0.0902146567704611
"9",0.0393715069257845
"10",0.082986406082324
"11",-0.11250361247435
"12",-0.294529630115678
"13",-0.0793495322984941
"14",-0.218550159026261
"15",-0.175761428174707
"16",0.0645444785886045
"17",-0.175799641112395
"18",-0.0741067775057561
"19",0.0590489931164406
"20",0.228752047198118
"21",0.456566443958335
"22",0.0202705852964075
"23",0.0322094924456836
"24",-0.0472654149917619
"25",-0.114576821508785
"26",-0.131331957210041
"27",-0.00332370080891166
"28",-0.0970059266488754
"29",-0.088102561282708
"30",-0.215078247422247
"31",-0.104732868390089
"32",-0.216511439547186
"33",-0.0335780867132746
"34",0.00111469303938364
"35",-0.0681807038181537
"36",0.0953133226772949
"37",-0.0555640470429009
"38",0.0684432213863281
"39",0.0176321932184051
"40",0.0299568574565078
"41",0.0778728917619801
"42",-0.134801179935659
"43",0.0102735036988433
"44",0.0118948403668587
"45",0.010764131070876
"46",0.0409194787776348
"47",-0.0661891325067848
"48",-0.128693140669633
"49",0.0698448809074417
"50",-0.123426930415735
"51",-0.00733322560967258
"52",-0.236712670753117
"53",-0.0480251223340328
"54",-0.00790338528480092
"55",0.0252334072934606
"56",-0.307252240162308
"57",-0.0449852381639538
"58",0.00656735818222137
"59",-0.282714935680453
"60",-0.0518065625393382
"61",-0.0678982744467665
"62",0.0290654104407617
"63",0.0700167693248249
"64",0.0460355314784721
"65",-0.27089823842482
"66",0.260887600285324
"67",0.148442471637631
"68",-0.177071826030131
"69",-0.0867757577481129
"70",0.123732127005405
"71",0.204920515161974
"72",0.00426725351158779
"73",0.0750572495433672
"74",0.122978005076616
"75",0.327958885993966
"76",0.082445789085679
"77",0.0124335627818258
"78",0.0128317459298882
"79",0.152663128361472
"80",0.13682063751987
"81",0.151214453176821
"82",0.0684952710674748
"83",0.0770888390433241
"84",0.0185723811783736
"85",0.0668674899671052
"86",-0.191099523411384
"87",-0.240469915012655
"88",-0.0498553108457058
"89",-0.113494698592277
"90",0.0842220170715389
"91",0.0587426276500511
"92",0.165670867737986
"93",-0.0118076297919748
"94",0.275653781584931
"95",0.0803886465296096
"96",0.0510045346110855
"97",0.274389230726934
"98",0.151218980048016
"99",0.247290662334829
"100",0.0494326380683355
"101",-0.0149221704508331
"102",0.124173839122165
"103",0.141457995626428
"104",-0.0937358305731212
"105",0.146567240125144
"106",0.0171632010142804
"107",-0.034914212528645
"108",0.00798758074015488
"109",0.117458170469567
"110",0.104598058831573
"111",0.0301933384875095
"112",0.225614503316347
"113",-0.0832431367805062
"114",-0.0837328429542515
"115",0.113647740646843
"116",0.185739805735256
"117",0.0125573668345142
"118",0.0000000000000001
"119",-0.0640810480919514
"120",-0.156720630143747
"121",-0.0237546221470799
"122",-0.264891511032666
"123",-0.2218728360249
"124",0.019239847074591
"125",-0.0411817612740879
"126",-0.0372778750172688
"127",0.0404236658445789
"128",-0.253582775883939
"129",-0.161302924451182
"130",0.0723766122804301
"131",-0.133509405700068
"132",-0.0915828006916977
"133",0.198945432431095
"134",0.00641045906686492
"135",-0.0835049758530595
"136",0.0812031625812914
"137",0.0864899269118246
"138",0.155876679794462
"139",-0.012795043330408
"140",-0.0247192846950006
"141",0.144841779010867
"142",0.107943217841542
"143",-0.0627035417312081
"144",0.151139516819193
"145",0.0758454115133122
"146",-0.143567619506918
"147",-0.0508524754221575
"148",0.0326546157919641
"149",-0.139736894452999
"150",-0.181711049369721
"151",0.0356459306755519
"152",-0.0913321203453074
"153",-0.026347070292811
"154",0.1158473306289
"155",-0.157462374787999
"156",-0.0946948861945719
"157",0.101488532687688
"158",-0.164888663162226
"159",-0.310416774524948
"160",-0.0482556533303646
"161",-0.136528240263543
"162",-0.185226504666756
"163",-0.189344604840201
"164",-0.241330057511101
"165",-0.347341803543805
"166",0.221075543073575
"167",-0.215430945115634
"168",-0.17494876155012
"169",-0.0258151482765863
"170",0.104874512134115
"171",-0.177194967621145
"172",0.000994699876781207
"173",-0.1325303278288
"174",-0.217843794754663
"175",0.116797004031032
"176",0.08626710047378
"177",-0.0172622751158102
"178",-0.00566317986949048
"179",-0.356261896070972
"180",-0.08640558518951
"181",0.26908207966878
"182",-0.0587906995615005
"183",-0.282184272667899
"184",-0.0900877077596903
