"","x"
"1",0.174825665217391
"2",0.142819454545455
"3",0.114304476190476
"4",0.102144063829787
"5",0.0813141276595745
"6",0.1741025
"7",0.570591489361702
"8",0.679901106382979
"9",-0.71627829787234
"10",0.108257914893617
"11",0.0948537234042553
"12",0.162680768085106
"13",0.113492829787234
"14",0.0537408510638298
"15",0.202615744680851
"16",0.244075531914894
"17",0.124756680851064
"18",0.111925319148936
"19",-0.0358214085106383
"20",0.0677958723404255
"21",0.0547697872340426
"22",0.0825424347826087
"23",0.0502099333333333
"24",0.0572315744680851
"25",0.0304462106521739
"26",0.0609419574468085
"27",0.042939085106383
"28",0.0653214893617021
"29",0.0602785957446808
"30",0.123106254468085
"31",0.017090329787234
"32",0.176426106382979
"33",0.0824701489361702
"34",0.0853734893617021
"35",0.0220876808510638
"36",0.0646201063829787
"37",0.107697913043478
"38",0.0640478260869565
"39",0.182895106382979
"40",0.0642427021276596
"41",0.0567244595744681
"42",-0.0533902391304348
"43",-0.0178055553191489
"44",0.0474912553191489
"45",-0.0567536304347826
"46",0.0897264042553192
"47",0.0273674553191489
"48",0.160473574468085
"49",0.189031455319149
"50",-0.00515702127659575
"51",0.023374347826087
"52",-0.122447391304348
"53",-0.0238931361702128
"54",0.158569917021277
"55",-0.00912949361702128
"56",0.0330434042553191
"57",-0.308079695652174
"58",0.0976313813043478
"59",0.0482081191489362
"60",0.077529914893617
"61",0.0872465652173913
"62",0.00430002127659574
"63",0.00536027234042553
"64",0.00870085106382979
"65",0.120015861702128
"66",0.0526574042553191
"67",0.0705664680851064
"68",0.182882170212766
"69",0.168914
"70",-0.0276874090909091
"71",0.0941821044444445
"72",0.0315595531914894
"73",0.0358007191489362
"74",0.0858018936170213
"75",0.113549695652174
"76",0.0137858043478261
"77",0.196107742857143
"78",0.222693057659574
"79",0.279304757446808
"80",0.354270553191489
"81",0.551448085106383
"82",0.332942111111111
"83",0.599316216216216
"84",0.491928936170213
"85",0.674972744680851
"86",0.301270957446808
"87",-0.116777325581395
"88",0.259371695652174
"89",0.149733708510638
"90",0.248437234042553
"91",0.128411194444444
"92",0.0538139130434783
"93",0.0390769787234043
"94",0.0360217659574468
"95",0.0581082191489362
"96",0.0524514255319149
"97",0.120539173913043
"98",0.348390369130435
"99",0.482967765957447
"100",0.712485555555556
"101",0.203085255319149
"102",0.138526936170213
"103",0.302611538461538
"104",-0.192135
"105",0.193032829787234
"106",0.312052666666667
"107",-0.6437
"108",0.374148024390244
"109",0.00431846666666667
